"","Year","datatopic","peryear_indicators"
"466",1969,"Social Protection & Labor: Unemployment",6
"467",1970,"",31
"468",1970,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"469",1970,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"470",1970,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"471",1970,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"472",1970,"Economic Policy & Debt: Balance of payments: Reserves & other items",5
"473",1970,"Economic Policy & Debt: External debt: Debt outstanding",9
"474",1970,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"475",1970,"Economic Policy & Debt: External debt: Debt service",5
"476",1970,"Economic Policy & Debt: External debt: Net flows",19
"477",1970,"Economic Policy & Debt: National accounts: Adjusted savings & income",20
"478",1970,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"479",1970,"Economic Policy & Debt: National accounts: Growth rates",16
"480",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"481",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"482",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"483",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"484",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"485",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"486",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"487",1970,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"488",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"489",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"490",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"491",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"492",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"493",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"494",1970,"Economic Policy & Debt: Official development assistance",36
"495",1970,"Education: Efficiency",18
"496",1970,"Education: Inputs",18
"497",1970,"Education: Outcomes",33
"498",1970,"Education: Participation",43
"499",1970,"Employment and Time Use",1
"500",1970,"Environment: Agricultural production",11
"501",1970,"Environment: Density & urbanization",11
"502",1970,"Environment: Energy production & use",15
"503",1970,"Environment: Freshwater",9
"504",1970,"Environment: Land use",9
"505",1970,"Environment: Natural resources contribution to GDP",6
"506",1970,"Financial Sector: Assets",9
"507",1970,"Financial Sector: Exchange rates & prices",7
"508",1970,"Financial Sector: Interest rates",5
"509",1970,"Financial Sector: Monetary holdings (liabilities)",4
"510",1970,"Health: Health systems",2
"511",1970,"Health: Mortality",17
"512",1970,"Health: Population: Dynamics",6
"513",1970,"Health: Population: Structure",58
"514",1970,"Health: Reproductive health",4
"515",1970,"Infrastructure: Communications",7
"516",1970,"Infrastructure: Transportation",3
"517",1970,"Poverty: Income distribution",9
"518",1970,"Poverty: Poverty rates",7
"519",1970,"Poverty: Shared prosperity",1
"520",1970,"Private Sector & Trade: Exports",23
"521",1970,"Private Sector & Trade: Imports",23
"522",1970,"Private Sector & Trade: Total merchandise trade",1
"523",1970,"Public Sector: Defense & arms trade",5
"524",1970,"Public Sector: Government finance: Deficit & financing",4
"525",1970,"Public Sector: Government finance: Expense",2
"526",1970,"Social Protection & Labor: Economic activity",6
"527",1970,"Social Protection & Labor: Labor force structure",16
"528",1970,"Social Protection & Labor: Migration",4
"529",1970,"Social Protection & Labor: Unemployment",18
"530",1971,"",31
"531",1971,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"532",1971,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"533",1971,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"534",1971,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"535",1971,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"536",1971,"Economic Policy & Debt: External debt: Debt outstanding",9
"537",1971,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"538",1971,"Economic Policy & Debt: External debt: Debt service",5
"539",1971,"Economic Policy & Debt: External debt: Net flows",19
"540",1971,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"541",1971,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"542",1971,"Economic Policy & Debt: National accounts: Growth rates",16
"543",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"544",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"545",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"546",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"547",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"548",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"549",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"550",1971,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"551",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"552",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"553",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"554",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"555",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"556",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"557",1971,"Economic Policy & Debt: Official development assistance",36
"558",1971,"Education: Efficiency",18
"559",1971,"Education: Inputs",17
"560",1971,"Education: Outcomes",23
"561",1971,"Education: Participation",43
"562",1971,"Employment and Time Use",1
"563",1971,"Environment: Agricultural production",11
"564",1971,"Environment: Density & urbanization",11
"565",1971,"Environment: Energy production & use",15
"566",1971,"Environment: Freshwater",9
"567",1971,"Environment: Land use",9
"568",1971,"Environment: Natural resources contribution to GDP",6
"569",1971,"Financial Sector: Assets",9
"570",1971,"Financial Sector: Exchange rates & prices",7
"571",1971,"Financial Sector: Interest rates",5
"572",1971,"Financial Sector: Monetary holdings (liabilities)",4
"573",1971,"Health: Health systems",2
"574",1971,"Health: Mortality",17
"575",1971,"Health: Population: Dynamics",6
"576",1971,"Health: Population: Structure",58
"577",1971,"Health: Reproductive health",4
"578",1971,"Infrastructure: Communications",4
"579",1971,"Infrastructure: Transportation",3
"580",1971,"Poverty: Income distribution",9
"581",1971,"Poverty: Poverty rates",7
"582",1971,"Poverty: Shared prosperity",1
"583",1971,"Private Sector & Trade: Exports",23
"584",1971,"Private Sector & Trade: Imports",23
"585",1971,"Private Sector & Trade: Total merchandise trade",1
"586",1971,"Public Sector: Defense & arms trade",5
"587",1971,"Public Sector: Government finance: Deficit & financing",4
"588",1971,"Public Sector: Government finance: Expense",2
"589",1971,"Social Protection & Labor: Economic activity",6
"590",1971,"Social Protection & Labor: Labor force structure",7
"591",1971,"Social Protection & Labor: Migration",3
"592",1971,"Social Protection & Labor: Unemployment",6
"593",1972,"",31
"594",1972,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"595",1972,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"596",1972,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"597",1972,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"598",1972,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"599",1972,"Economic Policy & Debt: External debt: Debt outstanding",9
"600",1972,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"601",1972,"Economic Policy & Debt: External debt: Debt service",5
"602",1972,"Economic Policy & Debt: External debt: Net flows",19
"603",1972,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"604",1972,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"605",1972,"Economic Policy & Debt: National accounts: Growth rates",16
"606",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"607",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"608",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"609",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"610",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"611",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"612",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"613",1972,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"614",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"615",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"616",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"617",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"618",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"619",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"620",1972,"Economic Policy & Debt: Official development assistance",38
"621",1972,"Education: Efficiency",18
"622",1972,"Education: Inputs",18
"623",1972,"Education: Outcomes",33
"624",1972,"Education: Participation",43
"625",1972,"Employment and Time Use",1
"626",1972,"Environment: Agricultural production",11
"627",1972,"Environment: Density & urbanization",11
"628",1972,"Environment: Energy production & use",15
"629",1972,"Environment: Freshwater",9
"630",1972,"Environment: Land use",9
"631",1972,"Environment: Natural resources contribution to GDP",6
"632",1972,"Financial Sector: Assets",9
"633",1972,"Financial Sector: Exchange rates & prices",7
"634",1972,"Financial Sector: Interest rates",5
"635",1972,"Financial Sector: Monetary holdings (liabilities)",4
"636",1972,"Health: Health systems",2
"637",1972,"Health: Mortality",17
"638",1972,"Health: Population: Dynamics",6
"639",1972,"Health: Population: Structure",58
"640",1972,"Health: Reproductive health",4
