"","Year","datatopic","peryear_indicators"
"461",1970,"Economic Policy & Debt: Balance of payments: Reserves & other items",5
"462",1970,"Economic Policy & Debt: External debt: Debt outstanding",9
"463",1970,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"464",1970,"Economic Policy & Debt: External debt: Debt service",5
"465",1970,"Economic Policy & Debt: External debt: Net flows",19
"466",1970,"Economic Policy & Debt: National accounts: Adjusted savings & income",20
"467",1970,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"468",1970,"Economic Policy & Debt: National accounts: Growth rates",16
"469",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"470",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"471",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"472",1970,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"473",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"474",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"475",1970,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"476",1970,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"477",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"478",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"479",1970,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"480",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"481",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"482",1970,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"483",1970,"Economic Policy & Debt: Official development assistance",36
"484",1970,"Education: Efficiency",18
"485",1970,"Education: Inputs",18
"486",1970,"Education: Outcomes",33
"487",1970,"Education: Participation",43
"488",1970,"Employment and Time Use",1
"489",1970,"Environment: Agricultural production",11
"490",1970,"Environment: Density & urbanization",11
"491",1970,"Environment: Emissions",31
"492",1970,"Environment: Freshwater",9
"493",1970,"Environment: Land use",9
"494",1970,"Environment: Natural resources contribution to GDP",6
"495",1970,"Financial Sector: Assets",9
"496",1970,"Financial Sector: Exchange rates & prices",7
"497",1970,"Financial Sector: Interest rates",5
"498",1970,"Financial Sector: Monetary holdings (liabilities)",4
"499",1970,"Health: Health systems",2
"500",1970,"Health: Mortality",17
"501",1970,"Health: Population: Dynamics",6
"502",1970,"Health: Population: Structure",58
"503",1970,"Health: Reproductive health",4
"504",1970,"Infrastructure: Communications",6
"505",1970,"Infrastructure: Transportation",3
"506",1970,"Poverty: Income distribution",9
"507",1970,"Poverty: Poverty rates",7
"508",1970,"Poverty: Shared prosperity",1
"509",1970,"Private Sector & Trade: Exports",23
"510",1970,"Private Sector & Trade: Imports",23
"511",1970,"Private Sector & Trade: Total merchandise trade",1
"512",1970,"Public Sector: Defense & arms trade",5
"513",1970,"Public Sector: Government finance: Deficit & financing",4
"514",1970,"Public Sector: Government finance: Expense",2
"515",1970,"Social Protection & Labor: Economic activity",6
"516",1970,"Social Protection & Labor: Labor force structure",16
"517",1970,"Social Protection & Labor: Migration",5
"518",1970,"Social Protection & Labor: Unemployment",18
"519",1971,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"520",1971,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"521",1971,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"522",1971,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"523",1971,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"524",1971,"Economic Policy & Debt: External debt: Debt outstanding",9
"525",1971,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"526",1971,"Economic Policy & Debt: External debt: Debt service",5
"527",1971,"Economic Policy & Debt: External debt: Net flows",19
"528",1971,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"529",1971,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"530",1971,"Economic Policy & Debt: National accounts: Growth rates",16
"531",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"532",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"533",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"534",1971,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"535",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"536",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"537",1971,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"538",1971,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"539",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"540",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"541",1971,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"542",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"543",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"544",1971,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"545",1971,"Economic Policy & Debt: Official development assistance",36
"546",1971,"Education: Efficiency",18
"547",1971,"Education: Inputs",17
"548",1971,"Education: Outcomes",23
"549",1971,"Education: Participation",43
"550",1971,"Employment and Time Use",1
"551",1971,"Environment: Agricultural production",11
"552",1971,"Environment: Density & urbanization",11
"553",1971,"Environment: Emissions",31
"554",1971,"Environment: Freshwater",9
"555",1971,"Environment: Land use",9
"556",1971,"Environment: Natural resources contribution to GDP",6
"557",1971,"Financial Sector: Assets",9
"558",1971,"Financial Sector: Exchange rates & prices",7
"559",1971,"Financial Sector: Interest rates",5
"560",1971,"Financial Sector: Monetary holdings (liabilities)",4
"561",1971,"Health: Health systems",2
"562",1971,"Health: Mortality",17
"563",1971,"Health: Population: Dynamics",6
"564",1971,"Health: Population: Structure",58
"565",1971,"Health: Reproductive health",4
"566",1971,"Infrastructure: Communications",4
"567",1971,"Infrastructure: Transportation",3
"568",1971,"Poverty: Income distribution",9
"569",1971,"Poverty: Poverty rates",7
"570",1971,"Poverty: Shared prosperity",1
"571",1971,"Private Sector & Trade: Exports",23
"572",1971,"Private Sector & Trade: Imports",23
"573",1971,"Private Sector & Trade: Total merchandise trade",1
"574",1971,"Public Sector: Defense & arms trade",5
"575",1971,"Public Sector: Government finance: Deficit & financing",4
"576",1971,"Public Sector: Government finance: Expense",2
"577",1971,"Social Protection & Labor: Economic activity",6
"578",1971,"Social Protection & Labor: Labor force structure",7
"579",1971,"Social Protection & Labor: Migration",5
"580",1971,"Social Protection & Labor: Unemployment",6
"581",1972,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"582",1972,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"583",1972,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"584",1972,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"585",1972,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"586",1972,"Economic Policy & Debt: External debt: Debt outstanding",9
"587",1972,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"588",1972,"Economic Policy & Debt: External debt: Debt service",5
"589",1972,"Economic Policy & Debt: External debt: Net flows",19
"590",1972,"Economic Policy & Debt: National accounts: Adjusted savings & income",22
"591",1972,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"592",1972,"Economic Policy & Debt: National accounts: Growth rates",16
"593",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"594",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"595",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"596",1972,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"597",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",10
"598",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"599",1972,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"600",1972,"Economic Policy & Debt: National accounts: Shares of GDP & other",24
"601",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"602",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"603",1972,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"604",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"605",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"606",1972,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"607",1972,"Economic Policy & Debt: Official development assistance",38
"608",1972,"Education: Efficiency",18
"609",1972,"Education: Inputs",17
"610",1972,"Education: Outcomes",26
"611",1972,"Education: Participation",43
"612",1972,"Employment and Time Use",1
"613",1972,"Environment: Agricultural production",11
"614",1972,"Environment: Density & urbanization",11
"615",1972,"Environment: Emissions",31
"616",1972,"Environment: Freshwater",9
"617",1972,"Environment: Land use",9
"618",1972,"Environment: Natural resources contribution to GDP",6
"619",1972,"Financial Sector: Assets",9
"620",1972,"Financial Sector: Exchange rates & prices",7
"621",1972,"Financial Sector: Interest rates",5
"622",1972,"Financial Sector: Monetary holdings (liabilities)",4
"623",1972,"Health: Health systems",2
"624",1972,"Health: Mortality",17
"625",1972,"Health: Population: Dynamics",6
"626",1972,"Health: Population: Structure",58
"627",1972,"Health: Reproductive health",4
"628",1972,"Infrastructure: Communications",4
"629",1972,"Infrastructure: Transportation",3
"630",1972,"Poverty: Income distribution",9
"631",1972,"Poverty: Poverty rates",7
"632",1972,"Poverty: Shared prosperity",1
"633",1972,"Private Sector & Trade: Exports",23
"634",1972,"Private Sector & Trade: Imports",23
"635",1972,"Private Sector & Trade: Total merchandise trade",1
"636",1972,"Public Sector: Defense & arms trade",5
"637",1972,"Public Sector: Government finance: Deficit & financing",6
"638",1972,"Public Sector: Government finance: Expense",11
"639",1972,"Public Sector: Government finance: Revenue",22
